lemma,surface_word,seed_node_count,source_node_ids,parts_of_speech,max_degree_score,best_frequency,earliest_age_of_acquisition,mean_concreteness
north_northeast,north northeast,2,north_northeast::n;north_northeast::r,n;r,8,,,
north_northwest,north northwest,2,north_northwest::n;north_northwest::r,n;r,8,,,
nydrazid,nydrazid,1,nydrazid::n,n,8,,,
ophioglossaceae,ophioglossaceae,1,ophioglossaceae::n,n,8,,,
osmitrol,osmitrol,1,osmitrol::n,n,8,,,
oxalis,oxalis,1,oxalis::n,n,8,,,
pagrus,pagrus,1,pagrus::n,n,8,,,
pandanus,pandanus,1,pandanus::n,n,8,,,
patellidae,patellidae,1,patellidae::n,n,8,,,
paternity_leave,paternity leave,1,paternity_leave::n,n,8,,,
peritrate,peritrate,1,peritrate::n,n,8,,,
phylloporus,phylloporus,1,phylloporus::n,n,8,,,
pick_out,pick out,1,pick_out::v,v,8,,,3.07
pisiform,pisiform,1,pisiform::n,n,8,,,
plectranthus,plectranthus,1,plectranthus::n,n,8,,,
pleurothallis,pleurothallis,1,pleurothallis::n,n,8,,,
pneumovax,pneumovax,1,pneumovax::n,n,8,,,
polyborus,polyborus,1,polyborus::n,n,8,,,
polychrome,polychrome,1,polychrome::v,v,8,,,
prevacid,prevacid,1,prevacid::n,n,8,,,
prilosec,prilosec,1,prilosec::n,n,8,,,
provera,provera,1,provera::n,n,8,,,
psychrometer,psychrometer,1,psychrometer::n,n,8,,,
purine,purine,1,purine::n,n,8,,,
ramphomicron,ramphomicron,1,ramphomicron::n,n,8,,,
red_silk_cotton,red silk cotton,1,red_silk_cotton::n,n,8,,,
rescriptor,rescriptor,1,rescriptor::n,n,8,,,
rioja,rioja,1,rioja::n,n,8,,,
roll_down,roll down,1,roll_down::v,v,8,,,
sabbatia,sabbatia,1,sabbatia::n,n,8,,,
salvia_divinorum,salvia divinorum,1,salvia_divinorum::n,n,8,,,
sceloglaux,sceloglaux,1,sceloglaux::n,n,8,,,
sesbania,sesbania,1,sesbania::n,n,8,,,
ships_bell,ships bell,1,ships_bell::n,n,8,,,
shoebox,shoebox,1,shoebox::n,n,8,,,4.85
single_lane,single lane,1,single_lane::a,a,8,,,
soricidae,soricidae,1,soricidae::n,n,8,,,
south_southeast,south southeast,2,south_southeast::n;south_southeast::r,n;r,8,,,
stanhopea,stanhopea,1,stanhopea::n,n,8,,,
stretch_out,stretch out,1,stretch_out::v,v,8,,,3.72
sulamyd,sulamyd,1,sulamyd::n,n,8,,,
talwin,talwin,1,talwin::n,n,8,,,
tandearil,tandearil,1,tandearil::n,n,8,,,
tear_down,tear down,1,tear_down::v,v,8,,,3.27
tenth_part,tenth part,1,tenth_part::n,n,8,,,
tonocard,tonocard,1,tonocard::n,n,8,,,
trombidiidae,trombidiidae,1,trombidiidae::n,n,8,,,
tubulidentata,tubulidentata,1,tubulidentata::n,n,8,,,
tut_tut,tut tut,1,tut_tut::v,v,8,,,
uropsilus,uropsilus,1,uropsilus::n,n,8,,,
vasomax,vasomax,1,vasomax::n,n,8,,,
viramune,viramune,1,viramune::n,n,8,,,
woodwardia_virginica,woodwardia virginica,1,woodwardia_virginica::n,n,8,,,
wytensin,wytensin,1,wytensin::n,n,8,,,
zamia,zamia,1,zamia::n,n,8,,,
abelard,abelard,1,abelard::n,n,7,,,
achimenes,achimenes,1,achimenes::n,n,7,,,
achoerodus,achoerodus,1,achoerodus::n,n,7,,,
actitis,actitis,1,actitis::n,n,7,,,
addax,addax,1,addax::n,n,7,,,
additive_inverse,additive inverse,1,additive_inverse::n,n,7,,,
agrimonia,agrimonia,1,agrimonia::n,n,7,,,
agropyron,agropyron,1,agropyron::n,n,7,,,
ailanthus,ailanthus,1,ailanthus::n,n,7,,,
akhbari,akhbari,1,akhbari::n,n,7,,,
albatrellus,albatrellus,1,albatrellus::n,n,7,,,
alkeran,alkeran,1,alkeran::n,n,7,,,
allamanda,allamanda,1,allamanda::n,n,7,,,
aluminum_hydroxide,aluminum hydroxide,1,aluminum_hydroxide::n,n,7,,,
aluminum_oxide,aluminum oxide,1,aluminum_oxide::n,n,7,,,
amboyna_pine,amboyna pine,1,amboyna_pine::n,n,7,,,
ammonal,ammonal,1,ammonal::n,n,7,,,
anchusa,anchusa,1,anchusa::n,n,7,,,
anguidae,anguidae,1,anguidae::n,n,7,,,
ansaid,ansaid,1,ansaid::n,n,7,,,
antigonia,antigonia,1,antigonia::n,n,7,,,
aplectrum,aplectrum,1,aplectrum::n,n,7,,,
aralia,aralia,1,aralia::n,n,7,,,
arctocebus_calabarensis,arctocebus calabarensis,1,arctocebus_calabarensis::n,n,7,,,
argyrol,argyrol,1,argyrol::n,n,7,,,
asclepias,asclepias,1,asclepias::n,n,7,,,
asperula,asperula,1,asperula::n,n,7,,,
atherurus,atherurus,1,atherurus::n,n,7,,,
bailment,bailment,1,bailment::n,n,7,,,
bald_cypress,bald cypress,1,bald_cypress::n,n,7,,,
barbarea,barbarea,1,barbarea::n,n,7,,,
barrymore,barrymore,1,barrymore::n,n,7,,,
bathyergus,bathyergus,1,bathyergus::n,n,7,,,
bergenia,bergenia,1,bergenia::n,n,7,,,
blarina,blarina,1,blarina::n,n,7,,,
blind_date,blind date,1,blind_date::n,n,7,,,3.23
boston_fern,boston fern,1,boston_fern::n,n,7,,,
botaurus_stellaris,botaurus stellaris,1,botaurus_stellaris::n,n,7,,,
browallia,browallia,1,browallia::n,n,7,,,
brownish_yellow,brownish yellow,1,brownish_yellow::a,a,7,,,
car_wheel,car wheel,1,car_wheel::n,n,7,,,
carven,carven,1,carven::a,a,7,,,
cefobid,cefobid,1,cefobid::n,n,7,,,
chaulmoogra,chaulmoogra,1,chaulmoogra::n,n,7,,,
chewing_gum,chewing gum,1,chewing_gum::n,n,7,,,4.8
chicle_gum,chicle gum,1,chicle_gum::n,n,7,,,
chorea,chorea,1,chorea::n,n,7,,,
christian_year,christian year,1,christian_year::n,n,7,,,
chrysopsis,chrysopsis,1,chrysopsis::n,n,7,,,
cladoniaceae,cladoniaceae,1,cladoniaceae::n,n,7,,,
cochlearia,cochlearia,1,cochlearia::n,n,7,,,
cola_extract,cola extract,1,cola_extract::n,n,7,,,
convolvulus,convolvulus,1,convolvulus::n,n,7,,,
coronilla,coronilla,1,coronilla::n,n,7,,,
countersink,countersink,1,countersink::v,v,7,,,
crataegus,crataegus,1,crataegus::n,n,7,,,
credit_hour,credit hour,1,credit_hour::n,n,7,,,
deer_grass,deer grass,1,deer_grass::n,n,7,,,
dendranthema,dendranthema,1,dendranthema::n,n,7,,,
dendrobium,dendrobium,1,dendrobium::n,n,7,,,
derange,derange,1,derange::v,v,7,,,1.96
descending_colon,descending colon,1,descending_colon::n,n,7,,,
divi_divi,divi divi,1,divi_divi::n,n,7,,,
doriden,doriden,1,doriden::n,n,7,,,
doronicum,doronicum,1,doronicum::n,n,7,,,
drink_down,drink down,1,drink_down::v,v,7,,,
ecdysteroid,ecdysteroid,1,ecdysteroid::n,n,7,,,
edecrin,edecrin,1,edecrin::n,n,7,,,
elspar,elspar,1,elspar::n,n,7,,,
enterokinase,enterokinase,1,enterokinase::n,n,7,,,
epistatic_gene,epistatic gene,1,epistatic_gene::n,n,7,,,
eptesicus,eptesicus,1,eptesicus::n,n,7,,,
ereshkigal,ereshkigal,1,ereshkigal::n,n,7,,,
ethrane,ethrane,1,ethrane::n,n,7,,,
european_dogtooth,european dogtooth,1,european_dogtooth::n,n,7,,,
fall_webworm,fall webworm,1,fall_webworm::n,n,7,,,
filago,filago,1,filago::n,n,7,,,
fourth_ventricle,fourth ventricle,1,fourth_ventricle::n,n,7,,,
funnel_web,funnel web,1,funnel_web::n,n,7,,,
gantanol,gantanol,1,gantanol::n,n,7,,,
gantrisin,gantrisin,1,gantrisin::n,n,7,,,
gemonil,gemonil,1,gemonil::n,n,7,,,
glial,glial,1,glial::a,a,7,,,
glossodia,glossodia,1,glossodia::n,n,7,,,
gnomon,gnomon,1,gnomon::n,n,7,,,
good_afternoon,good afternoon,1,good_afternoon::n,n,7,,,
good_evening,good evening,1,good_evening::n,n,7,,,
good_morning,good morning,1,good_morning::n,n,7,,,
graphic_engine,graphic engine,1,graphic_engine::n,n,7,,,
grow_together,grow together,1,grow_together::v,v,7,,,
guaranine,guaranine,1,guaranine::n,n,7,,,
half_dollar,half dollar,1,half_dollar::n,n,7,,,4.86
half_timbered,half timbered,1,half_timbered::a,a,7,,,
hamamelis,hamamelis,1,hamamelis::n,n,7,,,
high_low_jack,high low jack,1,high_low_jack::n,n,7,,,
homo_soloensis,homo soloensis,1,homo_soloensis::n,n,7,,,
hydrobromic_acid,hydrobromic acid,1,hydrobromic_acid::n,n,7,,,
hydrocyanic_acid,hydrocyanic acid,1,hydrocyanic_acid::n,n,7,,,
hyphantria_cunea,hyphantria cunea,1,hyphantria_cunea::n,n,7,,,
hytrin,hytrin,1,hytrin::n,n,7,,,
ictonyx,ictonyx,1,ictonyx::n,n,7,,,
invirase,invirase,1,invirase::n,n,7,,,
irenidae,irenidae,1,irenidae::n,n,7,,,
jerez,jerez,1,jerez::n,n,7,,,
kantrex,kantrex,1,kantrex::n,n,7,,,
keep_quiet,keep quiet,1,keep_quiet::v,v,7,,,
kemadrin,kemadrin,1,kemadrin::n,n,7,,,
krigia,krigia,1,krigia::n,n,7,,,
laelia,laelia,1,laelia::n,n,7,,,
lasiurus,lasiurus,1,lasiurus::n,n,7,,,
leukeran,leukeran,1,leukeran::n,n,7,,,
liliidae,liliidae,1,liliidae::n,n,7,,,
linguistic_competence,linguistic competence,1,linguistic_competence::n,n,7,,,
long_wool,long wool,1,long_wool::a,a,7,,,
loxitane,loxitane,1,loxitane::n,n,7,,,
lozal,lozal,1,lozal::n,n,7,,,
lymantria,lymantria,1,lymantria::n,n,7,,,
machine_hour,machine hour,1,machine_hour::n,n,7,,,
make_clean,make clean,1,make_clean::v,v,7,,,
male_parent,male parent,1,male_parent::n,n,7,,,
maple_sugar,maple sugar,1,maple_sugar::n,n,7,,,
march_out,march out,1,march_out::v,v,7,,,
market_economy,market economy,1,market_economy::n,n,7,,,
marplan,marplan,1,marplan::n,n,7,,,
medullary_sheath,medullary sheath,1,medullary_sheath::n,n,7,,,
mesial,mesial,1,mesial::a,a,7,,,
mexitil,mexitil,1,mexitil::n,n,7,,,
milontin,milontin,1,milontin::n,n,7,,,
mithracin,mithracin,1,mithracin::n,n,7,,,
moban,moban,1,moban::n,n,7,,,
monistat,monistat,1,monistat::n,n,7,,,
nabalus,nabalus,1,nabalus::n,n,7,,,
naqua,naqua,1,naqua::n,n,7,,,
nardil,nardil,1,nardil::n,n,7,,,
navane,navane,1,navane::n,n,7,,,
nuytsia,nuytsia,1,nuytsia::n,n,7,,,
origanum,origanum,1,origanum::n,n,7,,,
otaheite_arrowroot_starch,otaheite arrowroot starch,1,otaheite_arrowroot_starch::n,n,7,,,
oxeye_daisy,oxeye daisy,1,oxeye_daisy::n,n,7,,,
pachysandra,pachysandra,1,pachysandra::n,n,7,,,
palaquium_gutta,palaquium gutta,1,palaquium_gutta::n,n,7,,,
pamlico,pamlico,1,pamlico::n,n,7,,,
parmeliaceae,parmeliaceae,1,parmeliaceae::n,n,7,,,
pavonia,pavonia,1,pavonia::n,n,7,,,
peperomia,peperomia,1,peperomia::n,n,7,,,
periactin,periactin,1,periactin::n,n,7,,,
petaurus,petaurus,1,petaurus::n,n,7,,,
photoblepharon,photoblepharon,1,photoblepharon::n,n,7,,,
pinicola,pinicola,1,pinicola::n,n,7,,,
pocket_watch,pocket watch,1,pocket_watch::n,n,7,,,4.97
polemonium,polemonium,1,polemonium::n,n,7,,,
polymerize,polymerize,1,polymerize::v,v,7,,,
porphyra,porphyra,1,porphyra::n,n,7,,,
prairie_gourd,prairie gourd,1,prairie_gourd::n,n,7,,,
prinia,prinia,1,prinia::n,n,7,,,
prosom,prosom,1,prosom::n,n,7,,,
pterion,pterion,1,pterion::n,n,7,,,
pull_along,pull along,1,pull_along::v,v,7,,,
put_right,put right,1,put_right::v,v,7,,,
pyridium,pyridium,1,pyridium::n,n,7,,,
pyrocellulose,pyrocellulose,1,pyrocellulose::n,n,7,,,
quarter_mile,quarter mile,1,quarter_mile::n,n,7,,,
red_bordeaux,red bordeaux,1,red_bordeaux::n,n,7,,,
red_sandalwood,red sandalwood,1,red_sandalwood::n,n,7,,,
reovirus,reovirus,1,reovirus::n,n,7,,,
rice_paper,rice paper,1,rice_paper::n,n,7,,,4.82
right_smart,right smart,1,right_smart::r,r,7,,,
robaxin,robaxin,1,robaxin::n,n,7,,,
roccellaceae,roccellaceae,1,roccellaceae::n,n,7,,,
roccus,roccus,1,roccus::n,n,7,,,
roughened,roughened,1,roughened::a,a,7,,,
salvia,salvia,1,salvia::n,n,7,,,
sarracenia,sarracenia,1,sarracenia::n,n,7,,,
sclerotiniaceae,sclerotiniaceae,1,sclerotiniaceae::n,n,7,,,
sectral,sectral,1,sectral::n,n,7,,,
self_discipline,self discipline,1,self_discipline::n,n,7,,,
sente,sente,1,sente::n,n,7,,,
small_cane,small cane,1,small_cane::n,n,7,,,
smoked_herring,smoked herring,1,smoked_herring::n,n,7,,,
soldering_flux,soldering flux,1,soldering_flux::n,n,7,,,
solvay,solvay,1,solvay::n,n,7,,,
spike_lavender,spike lavender,1,spike_lavender::n,n,7,,,
steering_gear,steering gear,1,steering_gear::n,n,7,,,
stephanotis,stephanotis,1,stephanotis::n,n,7,,,
sterculia,sterculia,1,sterculia::n,n,7,,,
stereoscope,stereoscope,1,stereoscope::n,n,7,,,4.19
storeria,storeria,1,storeria::n,n,7,,,
streptocarpus,streptocarpus,1,streptocarpus::n,n,7,,,
suharto,suharto,1,suharto::n,n,7,,,
talk_over,talk over,1,talk_over::v,v,7,,,
tank_iron,tank iron,1,tank_iron::n,n,7,,,
tapa,tapa,1,tapa::n,n,7,,,
tea_bag,tea bag,1,tea_bag::n,n,7,,,4.8
tetramerous,tetramerous,1,tetramerous::a,a,7,,,
thiocyanate,thiocyanate,1,thiocyanate::n,n,7,,,
thysanoptera,thysanoptera,1,thysanoptera::n,n,7,,,
tolinase,tolinase,1,tolinase::n,n,7,,,
torodal,torodal,1,torodal::n,n,7,,,
trema,trema,1,trema::n,n,7,,,
triavil,triavil,1,triavil::n,n,7,,,
tringa_flavipes,tringa flavipes,1,tringa_flavipes::n,n,7,,,
tringa_melanoleuca,tringa melanoleuca,1,tringa_melanoleuca::n,n,7,,,
tung_oil,tung oil,1,tung_oil::n,n,7,,,
universal_solvent,universal solvent,1,universal_solvent::n,n,7,,,
unvarying,unvarying,1,unvarying::a,a,7,,,1.67
urosaurus,urosaurus,1,urosaurus::n,n,7,,,
vancocin,vancocin,1,vancocin::n,n,7,,,
velban,velban,1,velban::n,n,7,,,
very_loudly,very loudly,1,very_loudly::r,r,7,,,
vesicular_stomatitis,vesicular stomatitis,1,vesicular_stomatitis::n,n,7,,,
vespertilio,vespertilio,1,vespertilio::n,n,7,,,
viracept,viracept,1,viracept::n,n,7,,,
visken,visken,1,visken::n,n,7,,,
voltaren,voltaren,1,voltaren::n,n,7,,,
west_southwest,west southwest,1,west_southwest::n,n,7,,,
wild_apple,wild apple,1,wild_apple::n,n,7,,,
zhuang,zhuang,1,zhuang::n,n,7,,,
achomawi,achomawi,1,achomawi::n,n,6,,,
acoustic_waveguide,acoustic waveguide,1,acoustic_waveguide::n,n,6,,,
actinomeris,actinomeris,1,actinomeris::n,n,6,,,
adenoidectomy,adenoidectomy,1,adenoidectomy::n,n,6,,,
adiantum,adiantum,1,adiantum::n,n,6,,,
alarm_bell,alarm bell,1,alarm_bell::n,n,6,,,
albizia,albizia,1,albizia::n,n,6,,,
alectis,alectis,1,alectis::n,n,6,,,
alstroemeria,alstroemeria,1,alstroemeria::n,n,6,,,
ammobium,ammobium,1,ammobium::n,n,6,,,
amorpha,amorpha,1,amorpha::n,n,6,,,
amphiprion,amphiprion,1,amphiprion::n,n,6,,,
anacanthini,anacanthini,1,anacanthini::n,n,6,,,
andryala,andryala,1,andryala::n,n,6,,,
austerlitz,austerlitz,1,austerlitz::n,n,6,,,
baiza,baiza,1,baiza::n,n,6,,,
banana_split,banana split,1,banana_split::n,n,6,,,4.88
bar_mitzvah,bar mitzvah,1,bar_mitzvah::v,v,6,,,
bat_mitzvah,bat mitzvah,1,bat_mitzvah::v,v,6,,,
bench_press,bench press,1,bench_press::n,n,6,,,
blocadren,blocadren,1,blocadren::n,n,6,,,
blue_curls,blue curls,1,blue_curls::n,n,6,,,
blue_lotus,blue lotus,1,blue_lotus::n,n,6,,,
brassica_oleracea,brassica oleracea,1,brassica_oleracea::n,n,6,,,
brazilwood,brazilwood,1,brazilwood::n,n,6,,,
bring_outside,bring outside,1,bring_outside::v,v,6,,,
callorhinus,callorhinus,1,callorhinus::n,n,6,,,
campanula,campanula,1,campanula::n,n,6,,,
campephilus,campephilus,1,campephilus::n,n,6,,,
caranx_bartholomaei,caranx bartholomaei,1,caranx_bartholomaei::n,n,6,,,
cardamine,cardamine,1,cardamine::n,n,6,,,
carrageenan,carrageenan,1,carrageenan::n,n,6,,,
carthusian,carthusian,2,carthusian::a;carthusian::n,a;n,6,,,
cataflam,cataflam,1,cataflam::n,n,6,,,
catananche,catananche,1,catananche::n,n,6,,,
cation_exchange_resin,cation exchange resin,1,cation_exchange_resin::n,n,6,,,
centropus,centropus,1,centropus::n,n,6,,,
cestoda,cestoda,1,cestoda::n,n,6,,,
charina,charina,1,charina::n,n,6,,,
chemakum,chemakum,1,chemakum::n,n,6,,,
chinese_privet,chinese privet,1,chinese_privet::n,n,6,,,
citharichthys,citharichthys,1,citharichthys::n,n,6,,,
clethrionomys,clethrionomys,1,clethrionomys::n,n,6,,,
clinoril,clinoril,1,clinoril::n,n,6,,,
come_after,come after,1,come_after::v,v,6,,,
company_union,company union,1,company_union::n,n,6,,,
conepatus,conepatus,1,conepatus::n,n,6,,,
contradance,contradance,1,contradance::v,v,6,,,
core_drill,core drill,1,core_drill::n,n,6,,,
cornaceae,cornaceae,1,cornaceae::n,n,6,,,
create_mentally,create mentally,1,create_mentally::v,v,6,,,
crixivan,crixivan,1,crixivan::n,n,6,,,
cryptacanthodes,cryptacanthodes,1,cryptacanthodes::n,n,6,,,
cuscuta,cuscuta,1,cuscuta::n,n,6,,,
cynopterus,cynopterus,1,cynopterus::n,n,6,,,
daricon,daricon,1,daricon::n,n,6,,,
daypro,daypro,1,daypro::n,n,6,,,
denisonia,denisonia,1,denisonia::n,n,6,,,
depokene,depokene,1,depokene::n,n,6,,,
dinner_jacket,dinner jacket,1,dinner_jacket::n,n,6,,,
dioscoreaceae,dioscoreaceae,1,dioscoreaceae::n,n,6,,,
dry_ice,dry ice,1,dry_ice::n,n,6,,,
ellipsoid,ellipsoid,1,ellipsoid::a,a,6,,,
euderma,euderma,1,euderma::n,n,6,,,
facing_pages,facing pages,1,facing_pages::n,n,6,,,
factor_ix,factor ix,1,factor_ix::n,n,6,,,
fasciolopsis,fasciolopsis,1,fasciolopsis::n,n,6,,,
ferricyanic_acid,ferricyanic acid,1,ferricyanic_acid::n,n,6,,,
ferrocyanic_acid,ferrocyanic acid,1,ferrocyanic_acid::n,n,6,,,
flat_bottom,flat bottom,1,flat_bottom::a,a,6,,,
flax_rust,flax rust,1,flax_rust::n,n,6,,,
fundulus,fundulus,1,fundulus::n,n,6,,,
get_along,get along,1,get_along::v,v,6,,,2.67
ginkgoaceae,ginkgoaceae,1,ginkgoaceae::n,n,6,,,
glaucomys,glaucomys,1,glaucomys::n,n,6,,,
gorgonocephalus,gorgonocephalus,1,gorgonocephalus::n,n,6,,,
gorilla_gorilla_gorilla,gorilla gorilla gorilla,1,gorilla_gorilla_gorilla::n,n,6,,,
grapefruit_peel,grapefruit peel,1,grapefruit_peel::n,n,6,,,
graphic_art,graphic art,1,graphic_art::n,n,6,,,
half_hour,half hour,1,half_hour::n,n,6,,,
half_mile,half mile,1,half_mile::n,n,6,,,
hamelia,hamelia,1,hamelia::n,n,6,,,
handling_cost,handling cost,1,handling_cost::n,n,6,,,
hawkbit,hawkbit,1,hawkbit::n,n,6,,,
holofernes,holofernes,1,holofernes::n,n,6,,,
horsepower_hour,horsepower hour,1,horsepower_hour::n,n,6,,,
hydrogen_iodide,hydrogen iodide,1,hydrogen_iodide::n,n,6,,,
hypentelium,hypentelium,1,hypentelium::n,n,6,,,
indocin,indocin,1,indocin::n,n,6,,,
irrational_number,irrational number,1,irrational_number::n,n,6,,,
kafir,kafir,1,kafir::n,n,6,,,
khabarovsk,khabarovsk,1,khabarovsk::n,n,6,,,
kurus,kurus,1,kurus::n,n,6,,,
labial_palpus,labial palpus,1,labial_palpus::n,n,6,,,
lanthanotus,lanthanotus,1,lanthanotus::n,n,6,,,
lathyrus,lathyrus,1,lathyrus::n,n,6,,,
leptospira,leptospira,1,leptospira::n,n,6,,,
leptotyphlopidae,leptotyphlopidae,1,leptotyphlopidae::n,n,6,,,
lobster_newburg,lobster newburg,1,lobster_newburg::n,n,6,,,
lodine,lodine,1,lodine::n,n,6,,,
lomatia,lomatia,1,lomatia::n,n,6,,,
low_cut,low cut,1,low_cut::a,a,6,,,
lycopodiaceae,lycopodiaceae,1,lycopodiaceae::n,n,6,,,
macadam,macadam,1,macadam::v,v,6,,,
magnetic_compass,magnetic compass,1,magnetic_compass::n,n,6,,,
magnificat,magnificat,1,magnificat::n,n,6,,,
mapquest,mapquest,1,mapquest::v,v,6,,,
marsilea,marsilea,1,marsilea::n,n,6,,,
marut,marut,1,marut::n,n,6,,,
mass_spectrum,mass spectrum,1,mass_spectrum::n,n,6,,,
matching_funds,matching funds,1,matching_funds::n,n,6,,,
may_apple,may apple,1,may_apple::n,n,6,,,
mentally_retarded,mentally retarded,1,mentally_retarded::n,n,6,,,
nemophila,nemophila,1,nemophila::n,n,6,,,
non_finite,non finite,1,non_finite::a,a,6,,,
norvir,norvir,1,norvir::n,n,6,,,
obeche,obeche,1,obeche::n,n,6,,,
oligoporus,oligoporus,1,oligoporus::n,n,6,,,
orchil,orchil,1,orchil::n,n,6,,,
othonna,othonna,1,othonna::n,n,6,,,
paralichthys,paralichthys,1,paralichthys::n,n,6,,,
pertusariaceae,pertusariaceae,1,pertusariaceae::n,n,6,,,
phaius,phaius,1,phaius::n,n,6,,,
phalaenoptilus,phalaenoptilus,1,phalaenoptilus::n,n,6,,,
placidyl,placidyl,1,placidyl::n,n,6,,,
plecotus,plecotus,1,plecotus::n,n,6,,,
plectorrhiza,plectorrhiza,1,plectorrhiza::n,n,6,,,
portulaca,portulaca,1,portulaca::n,n,6,,,
postimpressionist,postimpressionist,1,postimpressionist::n,n,6,,,2.38
potato_moth,potato moth,1,potato_moth::n,n,6,,,
prismatoid,prismatoid,1,prismatoid::n,n,6,,,
psaltriparus,psaltriparus,1,psaltriparus::n,n,6,,,
psettichthys,psettichthys,1,psettichthys::n,n,6,,,
psittacula,psittacula,1,psittacula::n,n,6,,,
pteriidae,pteriidae,1,pteriidae::n,n,6,,,
pterocarya,pterocarya,1,pterocarya::n,n,6,,,
pulp_cavity,pulp cavity,1,pulp_cavity::n,n,6,,,
pulsatilla_occidentalis,pulsatilla occidentalis,1,pulsatilla_occidentalis::n,n,6,,,
qindarka,qindarka,1,qindarka::n,n,6,,,
reciprocal_ohm,reciprocal ohm,1,reciprocal_ohm::n,n,6,,,
relafen,relafen,1,relafen::n,n,6,,,
remain_down,remain down,1,remain_down::v,v,6,,,
rhinoptera,rhinoptera,1,rhinoptera::n,n,6,,,
salmonella_typhosa,salmonella typhosa,1,salmonella_typhosa::n,n,6,,,
salsify,salsify,1,salsify::n,n,6,,,
schistosomatidae,schistosomatidae,1,schistosomatidae::n,n,6,,,
sclerotinia,sclerotinia,1,sclerotinia::n,n,6,,,
second_hand,second hand,1,second_hand::n,n,6,,,2.57
sedum,sedum,1,sedum::n,n,6,,,
silene,silene,1,silene::n,n,6,,,
skype,skype,1,skype::v,v,6,,,4.04
slantwise,slantwise,1,slantwise::r,r,6,,,
sonora,sonora,1,sonora::n,n,6,,,
syndetikon,syndetikon,1,syndetikon::n,n,6,,,
taxaceae,taxaceae,1,taxaceae::n,n,6,,,
tenno,tenno,1,tenno::n,n,6,,,
think_about,think about,1,think_about::v,v,6,,,
thripidae,thripidae,1,thripidae::n,n,6,,,
tokenish,tokenish,1,tokenish::a,a,6,,,
tolectin,tolectin,1,tolectin::n,n,6,,,
tractor_trailer,tractor trailer,1,tractor_trailer::n,n,6,,,
travel_along,travel along,1,travel_along::v,v,6,,,
trigonometric,trigonometric,1,trigonometric::a,a,6,,,2.42
true_false,true false,1,true_false::a,a,6,,,
ultracef,ultracef,1,ultracef::n,n,6,,,
ursinia,ursinia,1,ursinia::n,n,6,,,
very_softly,very softly,1,very_softly::r,r,6,,,
vidalia,vidalia,1,vidalia::n,n,6,,,
weight_down,weight down,1,weight_down::v,v,6,,,
wood_shavings,wood shavings,1,wood_shavings::n,n,6,,,
write_about,write about,1,write_about::v,v,6,,,
xanax,xanax,1,xanax::n,n,6,,,
abudefduf,abudefduf,1,abudefduf::n,n,5,,,
acanthoscelides,acanthoscelides,1,acanthoscelides::n,n,5,,,
acorus,acorus,1,acorus::n,n,5,,,
acrobates,acrobates,1,acrobates::n,n,5,,,
actinomyxidia,actinomyxidia,1,actinomyxidia::n,n,5,,,
albuca,albuca,1,albuca::n,n,5,,,
alternanthera,alternanthera,1,alternanthera::n,n,5,,,
amazona,amazona,1,amazona::n,n,5,,,
andrena,andrena,1,andrena::n,n,5,,,
anion_exchange_resin,anion exchange resin,1,anion_exchange_resin::n,n,5,,,
antrozous,antrozous,1,antrozous::n,n,5,,,
apsu,apsu,1,apsu::n,n,5,,,
arctocebus,arctocebus,1,arctocebus::n,n,5,,,
arctocephalus,arctocephalus,1,arctocephalus::n,n,5,,,
ariomma,ariomma,1,ariomma::n,n,5,,,
atriplex,atriplex,1,atriplex::n,n,5,,,
atrovent,atrovent,1,atrovent::n,n,5,,,
auditory_sense,auditory sense,1,auditory_sense::n,n,5,,,
auriparus,auriparus,1,auriparus::n,n,5,,,
azolla,azolla,1,azolla::n,n,5,,,
bangiaceae,bangiaceae,1,bangiaceae::n,n,5,,,
bartramia,bartramia,1,bartramia::n,n,5,,,
baseball_play,baseball play,1,baseball_play::n,n,5,,,
basiliscus,basiliscus,1,basiliscus::n,n,5,,,
birdlime,birdlime,1,birdlime::v,v,5,,,
bite_off,bite off,1,bite_off::v,v,5,,,
black_mangrove,black mangrove,1,black_mangrove::n,n,5,,,
bromoil,bromoil,1,bromoil::n,n,5,,,
brown_rot_gummosis,brown rot gummosis,1,brown_rot_gummosis::n,n,5,,,
